id_i,id_j,distance,race_i,race_j,pair_type,profile_id
4404,1846,,1,1,same_race,18-25_0_misdemeanor
720,5725,,0,0,same_race,18-25_0_misdemeanor
3176,6532,,1,1,same_race,18-25_0_misdemeanor
1846,3498,,1,0,cross_race,18-25_0_misdemeanor
1175,1640,,1,0,cross_race,18-25_0_misdemeanor
6806,3278,,0,0,same_race,18-25_0_misdemeanor
1175,5725,,1,0,cross_race,18-25_0_misdemeanor
4851,6201,,1,1,same_race,18-25_0_misdemeanor
4404,3087,,1,1,same_race,18-25_0_misdemeanor
1219,3530,,1,1,same_race,18-25_0_misdemeanor
3342,6987,,1,1,same_race,18-25_0_misdemeanor
6553,5370,,0,1,cross_race,18-25_0_misdemeanor
3499,946,,1,0,cross_race,18-25_0_misdemeanor
2930,6532,,1,1,same_race,18-25_0_misdemeanor
2234,1846,,0,1,cross_race,18-25_0_misdemeanor
4404,527,,1,0,cross_race,18-25_0_misdemeanor
720,2930,,0,1,cross_race,18-25_0_misdemeanor
5169,720,,1,0,cross_race,18-25_0_misdemeanor
3176,6217,,1,0,cross_race,18-25_0_misdemeanor
946,3530,,0,1,cross_race,18-25_0_misdemeanor
3530,5370,,1,1,same_race,18-25_0_misdemeanor
6553,6987,,0,1,cross_race,18-25_0_misdemeanor
6553,3530,,0,1,cross_race,18-25_0_misdemeanor
2396,6803,,1,1,same_race,18-25_0_misdemeanor
3499,527,,1,0,cross_race,18-25_0_misdemeanor
720,3300,,0,1,cross_race,18-25_0_misdemeanor
4851,5370,,1,1,same_race,18-25_0_misdemeanor
4851,1111,,1,1,same_race,18-25_0_misdemeanor
3499,3087,,1,1,same_race,18-25_0_misdemeanor
6803,5725,,1,0,cross_race,18-25_0_misdemeanor
1640,6788,,0,1,cross_race,18-25_0_misdemeanor
3342,2396,,1,1,same_race,18-25_0_misdemeanor
6532,5725,,1,0,cross_race,18-25_0_misdemeanor
2930,5370,,1,1,same_race,18-25_0_misdemeanor
2396,527,,1,0,cross_race,18-25_0_misdemeanor
6532,6803,,1,1,same_race,18-25_0_misdemeanor
1175,6532,,1,1,same_race,18-25_0_misdemeanor
2234,4745,,0,1,cross_race,18-25_0_misdemeanor
6803,946,,1,0,cross_race,18-25_0_misdemeanor
3342,3278,,1,0,cross_race,18-25_0_misdemeanor
1175,6803,,1,1,same_race,18-25_0_misdemeanor
6532,4943,,1,0,cross_race,18-25_0_misdemeanor
2234,3176,,0,1,cross_race,18-25_0_misdemeanor
4404,6217,,1,0,cross_race,18-25_0_misdemeanor
946,6217,,0,0,same_race,18-25_0_misdemeanor
3176,6987,,1,1,same_race,18-25_0_misdemeanor
1846,6217,,1,0,cross_race,18-25_0_misdemeanor
6987,5370,,1,1,same_race,18-25_0_misdemeanor
2396,3278,,1,0,cross_race,18-25_0_misdemeanor
720,946,,0,0,same_race,18-25_0_misdemeanor
4851,1175,,1,1,same_race,18-25_0_misdemeanor
6201,1846,,1,1,same_race,18-25_0_misdemeanor
2396,1861,,1,1,same_race,18-25_0_misdemeanor
1219,5370,,1,1,same_race,18-25_0_misdemeanor
1861,1846,,1,1,same_race,18-25_0_misdemeanor
3342,3300,,1,1,same_race,18-25_0_misdemeanor
1175,5370,,1,1,same_race,18-25_0_misdemeanor
6987,947,,1,0,cross_race,18-25_0_misdemeanor
6770,3498,,0,0,same_race,18-25_0_misdemeanor
6806,4745,,0,1,cross_race,18-25_0_misdemeanor
947,6047,,0,1,cross_race,18-25_0_misdemeanor
2234,6770,,0,0,same_race,18-25_0_misdemeanor
3499,6047,,1,1,same_race,18-25_0_misdemeanor
947,3300,,0,1,cross_race,18-25_0_misdemeanor
3498,3278,,0,0,same_race,18-25_0_misdemeanor
527,5370,,0,1,cross_race,18-25_0_misdemeanor
2234,6788,,0,1,cross_race,18-25_0_misdemeanor
6788,3530,,1,1,same_race,18-25_0_misdemeanor
4404,6047,,1,1,same_race,18-25_0_misdemeanor
3087,6803,,1,1,same_race,18-25_0_misdemeanor
4404,2396,,1,1,same_race,18-25_0_misdemeanor
6987,3498,,1,0,cross_race,18-25_0_misdemeanor
4851,946,,1,0,cross_race,18-25_0_misdemeanor
3087,3530,,1,1,same_race,18-25_0_misdemeanor
2930,527,,1,0,cross_race,18-25_0_misdemeanor
6553,2396,,0,1,cross_race,18-25_0_misdemeanor
5169,6788,,1,1,same_race,18-25_0_misdemeanor
3176,2396,,1,1,same_race,18-25_0_misdemeanor
720,6553,,0,0,same_race,18-25_0_misdemeanor
527,3530,,0,1,cross_race,18-25_0_misdemeanor
3342,3176,,1,1,same_race,18-25_0_misdemeanor
5725,6047,,0,1,cross_race,18-25_0_misdemeanor
6803,6788,,1,1,same_race,18-25_0_misdemeanor
6770,6788,,0,1,cross_race,18-25_0_misdemeanor
1111,5360,,1,1,same_race,18-25_0_misdemeanor
1861,4745,,1,1,same_race,18-25_0_misdemeanor
6806,4404,,0,1,cross_race,18-25_0_misdemeanor
4404,6532,,1,1,same_race,18-25_0_misdemeanor
6532,6047,,1,1,same_race,18-25_0_misdemeanor
3530,3300,,1,1,same_race,18-25_0_misdemeanor
2930,946,,1,0,cross_race,18-25_0_misdemeanor
946,6788,,0,1,cross_race,18-25_0_misdemeanor
720,1219,,0,1,cross_race,18-25_0_misdemeanor
5360,5725,,1,0,cross_race,18-25_0_misdemeanor
1111,1846,,1,1,same_race,18-25_0_misdemeanor
3176,1111,,1,1,same_race,18-25_0_misdemeanor
6047,6217,,1,0,cross_race,18-25_0_misdemeanor
1640,2930,,0,1,cross_race,18-25_0_misdemeanor
6201,3498,,1,0,cross_race,18-25_0_misdemeanor
6987,3300,,1,1,same_race,18-25_0_misdemeanor
4851,6532,,1,1,same_race,18-25_0_misdemeanor
5169,1219,,1,1,same_race,18-25_0_misdemeanor
3087,527,,1,0,cross_race,18-25_0_misdemeanor
3499,6532,,1,1,same_race,18-25_0_misdemeanor
4851,6806,,1,0,cross_race,18-25_0_misdemeanor
1219,1846,,1,1,same_race,18-25_0_misdemeanor
3342,3087,,1,1,same_race,18-25_0_misdemeanor
6201,2396,,1,1,same_race,18-25_0_misdemeanor
2234,527,,0,0,same_race,18-25_0_misdemeanor
5360,6047,,1,1,same_race,18-25_0_misdemeanor
3176,6047,,1,1,same_race,18-25_0_misdemeanor
946,3278,,0,0,same_race,18-25_0_misdemeanor
3499,3300,,1,1,same_race,18-25_0_misdemeanor
6201,6788,,1,1,same_race,18-25_0_misdemeanor
1219,6788,,1,1,same_race,18-25_0_misdemeanor
3499,1111,,1,1,same_race,18-25_0_misdemeanor
6788,3278,,1,0,cross_race,18-25_0_misdemeanor
6553,4745,,0,1,cross_race,18-25_0_misdemeanor
1846,946,,1,0,cross_race,18-25_0_misdemeanor
3176,947,,1,0,cross_race,18-25_0_misdemeanor
1640,1111,,0,1,cross_race,18-25_0_misdemeanor
6987,3278,,1,0,cross_race,18-25_0_misdemeanor
6532,6788,,1,1,same_race,18-25_0_misdemeanor
1175,6217,,1,0,cross_race,18-25_0_misdemeanor
527,6047,,0,1,cross_race,18-25_0_misdemeanor
1846,5370,,1,1,same_race,18-25_0_misdemeanor
1640,720,,0,0,same_race,18-25_0_misdemeanor
3176,4745,,1,1,same_race,18-25_0_misdemeanor
6532,947,,1,0,cross_race,18-25_0_misdemeanor
6806,6770,,0,0,same_race,18-25_0_misdemeanor
6806,6217,,0,0,same_race,18-25_0_misdemeanor
1640,3278,,0,0,same_race,18-25_0_misdemeanor
1219,1861,,1,1,same_race,18-25_0_misdemeanor
2234,6987,,0,1,cross_race,18-25_0_misdemeanor
4851,6803,,1,1,same_race,18-25_0_misdemeanor
4745,1846,,1,1,same_race,18-25_0_misdemeanor
6770,3300,,0,1,cross_race,18-25_0_misdemeanor
1111,4745,,1,1,same_race,18-25_0_misdemeanor
6806,6788,,0,1,cross_race,18-25_0_misdemeanor
1861,947,,1,0,cross_race,18-25_0_misdemeanor
6532,6217,,1,0,cross_race,18-25_0_misdemeanor
5169,3530,,1,1,same_race,18-25_0_misdemeanor
5360,2396,,1,1,same_race,18-25_0_misdemeanor
6803,1861,,1,1,same_race,18-25_0_misdemeanor
5360,527,,1,0,cross_race,18-25_0_misdemeanor
6201,3278,,1,0,cross_race,18-25_0_misdemeanor
1640,4943,,0,0,same_race,18-25_0_misdemeanor
2234,5370,,0,1,cross_race,18-25_0_misdemeanor
1111,3278,,1,0,cross_race,18-25_0_misdemeanor
6806,1846,,0,1,cross_race,18-25_0_misdemeanor
5360,720,,1,0,cross_race,18-25_0_misdemeanor
5169,3176,,1,1,same_race,18-25_0_misdemeanor
1640,4745,,0,1,cross_race,18-25_0_misdemeanor
3499,6987,,1,1,same_race,18-25_0_misdemeanor
4404,3498,,1,0,cross_race,18-25_0_misdemeanor
5725,6217,,0,0,same_race,18-25_0_misdemeanor
3176,4943,,1,0,cross_race,18-25_0_misdemeanor
3499,6770,,1,0,cross_race,18-25_0_misdemeanor
6806,3087,,0,1,cross_race,18-25_0_misdemeanor
1175,3176,,1,1,same_race,18-25_0_misdemeanor
5360,1861,,1,1,same_race,18-25_0_misdemeanor
5169,2930,,1,1,same_race,18-25_0_misdemeanor
4404,6788,,1,1,same_race,18-25_0_misdemeanor
1175,1111,,1,1,same_race,18-25_0_misdemeanor
5169,946,,1,0,cross_race,18-25_0_misdemeanor
2930,6987,,1,1,same_race,18-25_0_misdemeanor
5169,6987,,1,1,same_race,18-25_0_misdemeanor
6806,1111,,0,1,cross_race,18-25_0_misdemeanor
4851,6047,,1,1,same_race,18-25_0_misdemeanor
3342,5169,,1,1,same_race,18-25_0_misdemeanor
527,3300,,0,1,cross_race,18-25_0_misdemeanor
720,3278,,0,0,same_race,18-25_0_misdemeanor
3342,6532,,1,1,same_race,18-25_0_misdemeanor
3087,2396,,1,1,same_race,18-25_0_misdemeanor
4943,947,,0,0,same_race,18-25_0_misdemeanor
4745,5370,,1,1,same_race,18-25_0_misdemeanor
1175,6201,,1,1,same_race,18-25_0_misdemeanor
720,3498,,0,0,same_race,18-25_0_misdemeanor
1111,720,,1,0,cross_race,18-25_0_misdemeanor
6806,3300,,0,1,cross_race,18-25_0_misdemeanor
6806,6201,,0,1,cross_race,18-25_0_misdemeanor
1640,6803,,0,1,cross_race,18-25_0_misdemeanor
4851,1219,,1,1,same_race,18-25_0_misdemeanor
1640,5360,,0,1,cross_race,18-25_0_misdemeanor
3342,1861,,1,1,same_race,18-25_0_misdemeanor
6201,3300,,1,1,same_race,18-25_0_misdemeanor
720,947,,0,0,same_race,18-25_0_misdemeanor
720,2396,,0,1,cross_race,18-25_0_misdemeanor
3342,6803,,1,1,same_race,18-25_0_misdemeanor
3499,1846,,1,1,same_race,18-25_0_misdemeanor
4851,1861,,1,1,same_race,18-25_0_misdemeanor
720,3087,,0,1,cross_race,18-25_0_misdemeanor
2234,1640,,0,0,same_race,18-25_0_misdemeanor
6201,1219,,1,1,same_race,18-25_0_misdemeanor
2234,3300,,0,1,cross_race,18-25_0_misdemeanor
3176,4404,,1,1,same_race,18-25_0_misdemeanor
6803,947,,1,0,cross_race,18-25_0_misdemeanor
4404,946,,1,0,cross_race,18-25_0_misdemeanor
4404,720,,1,0,cross_race,18-25_0_misdemeanor
2234,6047,,0,1,cross_race,18-25_0_misdemeanor
3342,527,,1,0,cross_race,18-25_0_misdemeanor
5169,6770,,1,0,cross_race,18-25_0_misdemeanor
946,3300,,0,1,cross_race,18-25_0_misdemeanor
4851,2396,,1,1,same_race,18-25_0_misdemeanor
6553,1219,,0,1,cross_race,18-25_0_misdemeanor
6532,3498,,1,0,cross_race,18-25_0_misdemeanor
6201,6803,,1,1,same_race,18-25_0_misdemeanor
2234,3530,,0,1,cross_race,18-25_0_misdemeanor
6770,5370,,0,1,cross_race,18-25_0_misdemeanor
6788,3300,,1,1,same_race,18-25_0_misdemeanor
4851,3342,,1,1,same_race,18-25_0_misdemeanor
3087,946,,1,0,cross_race,18-25_0_misdemeanor
1640,946,,0,0,same_race,18-25_0_misdemeanor
1111,1861,,1,1,same_race,18-25_0_misdemeanor
1175,1846,,1,1,same_race,18-25_0_misdemeanor
6803,6217,,1,0,cross_race,18-25_0_misdemeanor
3087,6217,,1,0,cross_race,18-25_0_misdemeanor
2234,5725,,0,0,same_race,18-25_0_misdemeanor
1640,2396,,0,1,cross_race,18-25_0_misdemeanor
1219,6987,,1,1,same_race,18-25_0_misdemeanor
2396,6217,,1,0,cross_race,18-25_0_misdemeanor
4404,1219,,1,1,same_race,18-25_0_misdemeanor
1640,1219,,0,1,cross_race,18-25_0_misdemeanor
6806,5360,,0,1,cross_race,18-25_0_misdemeanor
6201,3530,,1,1,same_race,18-25_0_misdemeanor
4943,3530,,0,1,cross_race,18-25_0_misdemeanor
946,947,,0,0,same_race,18-25_0_misdemeanor
1175,4404,,1,1,same_race,18-25_0_misdemeanor
6201,6217,,1,0,cross_race,18-25_0_misdemeanor
6987,6788,,1,1,same_race,18-25_0_misdemeanor
947,3530,,0,1,cross_race,18-25_0_misdemeanor
6803,6770,,1,0,cross_race,18-25_0_misdemeanor
4851,1846,,1,1,same_race,18-25_0_misdemeanor
4404,5725,,1,0,cross_race,18-25_0_misdemeanor
3087,1861,,1,1,same_race,18-25_0_misdemeanor
3342,6553,,1,0,cross_race,18-25_0_misdemeanor
1640,3300,,0,1,cross_race,18-25_0_misdemeanor
5360,6803,,1,1,same_race,18-25_0_misdemeanor
1111,946,,1,0,cross_race,18-25_0_misdemeanor
6553,3278,,0,0,same_race,18-25_0_misdemeanor
5169,5360,,1,1,same_race,18-25_0_misdemeanor
1175,2396,,1,1,same_race,18-25_0_misdemeanor
3278,6217,,0,0,same_race,18-25_0_misdemeanor
5370,6047,,1,1,same_race,18-25_0_misdemeanor
2234,6201,,0,1,cross_race,18-25_0_misdemeanor
1175,4745,,1,1,same_race,18-25_0_misdemeanor
1175,6047,,1,1,same_race,18-25_0_misdemeanor
6806,5725,,0,0,same_race,18-25_0_misdemeanor
5169,3499,,1,1,same_race,18-25_0_misdemeanor
6553,6047,,0,1,cross_race,18-25_0_misdemeanor
6201,527,,1,0,cross_race,18-25_0_misdemeanor
4851,3499,,1,1,same_race,18-25_0_misdemeanor
5169,6047,,1,1,same_race,18-25_0_misdemeanor
3342,4943,,1,0,cross_race,18-25_0_misdemeanor
5169,1846,,1,1,same_race,18-25_0_misdemeanor
4745,5725,,1,0,cross_race,18-25_0_misdemeanor
4404,3300,,1,1,same_race,18-25_0_misdemeanor
5169,4943,,1,0,cross_race,18-25_0_misdemeanor
1219,3278,,1,0,cross_race,18-25_0_misdemeanor
3087,947,,1,0,cross_race,18-25_0_misdemeanor
4943,3278,,0,0,same_race,18-25_0_misdemeanor
6201,1861,,1,1,same_race,18-25_0_misdemeanor
3499,3278,,1,0,cross_race,18-25_0_misdemeanor
2234,6553,,0,0,same_race,18-25_0_misdemeanor
2930,6803,,1,1,same_race,18-25_0_misdemeanor
3530,6217,,1,0,cross_race,18-25_0_misdemeanor
3499,1219,,1,1,same_race,18-25_0_misdemeanor
3087,6770,,1,0,cross_race,18-25_0_misdemeanor
6201,6770,,1,0,cross_race,18-25_0_misdemeanor
6987,3530,,1,1,same_race,18-25_0_misdemeanor
5169,527,,1,0,cross_race,18-25_0_misdemeanor
1846,947,,1,0,cross_race,18-25_0_misdemeanor
3499,6201,,1,1,same_race,18-25_0_misdemeanor
2578,6074,,1,1,same_race,26-35_3-5_felony
32,4727,,1,1,same_race,26-35_3-5_felony
2179,6922,,1,0,cross_race,26-35_3-5_felony
3771,3185,,1,1,same_race,26-35_3-5_felony
2402,5515,,1,0,cross_race,26-35_3-5_felony
3658,5036,,1,1,same_race,26-35_3-5_felony
7007,6074,,1,1,same_race,26-35_3-5_felony
5672,3921,,1,1,same_race,26-35_3-5_felony
3185,4663,,1,1,same_race,26-35_3-5_felony
3926,6922,,0,0,same_race,26-35_3-5_felony
4897,3741,,1,1,same_race,26-35_3-5_felony
3111,5515,,0,0,same_race,26-35_3-5_felony
1699,3010,,0,1,cross_race,26-35_3-5_felony
312,6922,,1,0,cross_race,26-35_3-5_felony
29,3010,,1,1,same_race,26-35_3-5_felony
6730,3741,,1,1,same_race,26-35_3-5_felony
3658,5515,,1,0,cross_race,26-35_3-5_felony
2402,4546,,1,1,same_race,26-35_3-5_felony
4778,3191,,1,1,same_race,26-35_3-5_felony
1699,5672,,0,1,cross_race,26-35_3-5_felony
7007,3926,,1,0,cross_race,26-35_3-5_felony
3573,1790,,0,0,same_race,26-35_3-5_felony
766,312,,1,1,same_race,26-35_3-5_felony
3658,6074,,1,1,same_race,26-35_3-5_felony
2954,4834,,1,0,cross_race,26-35_3-5_felony
3010,4283,,1,1,same_race,26-35_3-5_felony
3191,6050,,1,0,cross_race,26-35_3-5_felony
2179,4834,,1,0,cross_race,26-35_3-5_felony
65,1699,,1,0,cross_race,26-35_3-5_felony
6050,6922,,0,0,same_race,26-35_3-5_felony
65,4117,,1,0,cross_race,26-35_3-5_felony
5672,3658,,1,1,same_race,26-35_3-5_felony
2179,5036,,1,1,same_race,26-35_3-5_felony
2578,4663,,1,1,same_race,26-35_3-5_felony
4834,543,,0,1,cross_race,26-35_3-5_felony
4546,3921,,1,1,same_race,26-35_3-5_felony
2179,6723,,1,0,cross_race,26-35_3-5_felony
3658,2578,,1,1,same_race,26-35_3-5_felony
5705,3697,,0,1,cross_race,26-35_3-5_felony
766,5036,,1,1,same_race,26-35_3-5_felony
3241,6050,,1,0,cross_race,26-35_3-5_felony
432,4286,,1,0,cross_race,26-35_3-5_felony
2954,6730,,1,1,same_race,26-35_3-5_felony
2709,3185,,1,1,same_race,26-35_3-5_felony
432,766,,1,1,same_race,26-35_3-5_felony
4778,2663,,1,0,cross_race,26-35_3-5_felony
3241,1906,,1,1,same_race,26-35_3-5_felony
4834,4897,,0,1,cross_race,26-35_3-5_felony
3926,766,,0,1,cross_race,26-35_3-5_felony
5672,5036,,1,1,same_race,26-35_3-5_felony
7007,4897,,1,1,same_race,26-35_3-5_felony
3191,4117,,1,0,cross_race,26-35_3-5_felony
6922,5515,,0,0,same_race,26-35_3-5_felony
3921,4663,,1,1,same_race,26-35_3-5_felony
4546,4727,,1,1,same_race,26-35_3-5_felony
543,312,,1,1,same_race,26-35_3-5_felony
3697,5036,,1,1,same_race,26-35_3-5_felony
7007,1254,,1,1,same_race,26-35_3-5_felony
4546,6723,,1,0,cross_race,26-35_3-5_felony
4117,5515,,0,0,same_race,26-35_3-5_felony
2663,6723,,0,0,same_race,26-35_3-5_felony
2179,6730,,1,1,same_race,26-35_3-5_felony
1254,1790,,1,0,cross_race,26-35_3-5_felony
432,2663,,1,0,cross_race,26-35_3-5_felony
3191,4283,,1,1,same_race,26-35_3-5_felony
5705,6723,,0,0,same_race,26-35_3-5_felony
5705,2392,,0,1,cross_race,26-35_3-5_felony
65,4727,,1,1,same_race,26-35_3-5_felony
7007,4842,,1,1,same_race,26-35_3-5_felony
6510,4283,,1,1,same_race,26-35_3-5_felony
4834,2392,,0,1,cross_race,26-35_3-5_felony
3697,1790,,1,0,cross_race,26-35_3-5_felony
6510,4117,,1,0,cross_race,26-35_3-5_felony
1699,4727,,0,1,cross_race,26-35_3-5_felony
2709,4283,,1,1,same_race,26-35_3-5_felony
29,432,,1,1,same_race,26-35_3-5_felony
5705,312,,0,1,cross_race,26-35_3-5_felony
2402,4727,,1,1,same_race,26-35_3-5_felony
3921,3111,,1,0,cross_race,26-35_3-5_felony
3921,4117,,1,0,cross_race,26-35_3-5_felony
7007,3111,,1,0,cross_race,26-35_3-5_felony
5705,1790,,0,0,same_race,26-35_3-5_felony
766,1906,,1,1,same_race,26-35_3-5_felony
766,3741,,1,1,same_race,26-35_3-5_felony
6730,3111,,1,0,cross_race,26-35_3-5_felony
1699,6050,,0,0,same_race,26-35_3-5_felony
6050,766,,0,1,cross_race,26-35_3-5_felony
3185,5515,,1,0,cross_race,26-35_3-5_felony
5705,1254,,0,1,cross_race,26-35_3-5_felony
3111,3185,,0,1,cross_race,26-35_3-5_felony
4834,3185,,0,1,cross_race,26-35_3-5_felony
3658,4283,,1,1,same_race,26-35_3-5_felony
4778,4286,,1,0,cross_race,26-35_3-5_felony
1254,3111,,1,0,cross_race,26-35_3-5_felony
3241,2179,,1,1,same_race,26-35_3-5_felony
3191,2709,,1,1,same_race,26-35_3-5_felony
32,2663,,1,0,cross_race,26-35_3-5_felony
6510,2709,,1,1,same_race,26-35_3-5_felony
29,32,,1,1,same_race,26-35_3-5_felony
65,3771,,1,1,same_race,26-35_3-5_felony
3010,312,,1,1,same_race,26-35_3-5_felony
6730,766,,1,1,same_race,26-35_3-5_felony
5744,4283,,0,1,cross_race,26-35_3-5_felony
65,4834,,1,0,cross_race,26-35_3-5_felony
3241,3921,,1,1,same_race,26-35_3-5_felony
5672,1790,,1,0,cross_race,26-35_3-5_felony
4778,4842,,1,1,same_race,26-35_3-5_felony
4117,4663,,0,1,cross_race,26-35_3-5_felony
3191,3741,,1,1,same_race,26-35_3-5_felony
3191,5036,,1,1,same_race,26-35_3-5_felony
3573,766,,0,1,cross_race,26-35_3-5_felony
4842,312,,1,1,same_race,26-35_3-5_felony
2392,4663,,1,1,same_race,26-35_3-5_felony
4778,3573,,1,0,cross_race,26-35_3-5_felony
65,4283,,1,1,same_race,26-35_3-5_felony
4842,3741,,1,1,same_race,26-35_3-5_felony
6723,1906,,0,1,cross_race,26-35_3-5_felony
6510,6074,,1,1,same_race,26-35_3-5_felony
2179,2663,,1,0,cross_race,26-35_3-5_felony
2578,1906,,1,1,same_race,26-35_3-5_felony
3573,2709,,0,1,cross_race,26-35_3-5_felony
3697,312,,1,1,same_race,26-35_3-5_felony
5744,6074,,0,1,cross_race,26-35_3-5_felony
6730,5036,,1,1,same_race,26-35_3-5_felony
65,3111,,1,0,cross_race,26-35_3-5_felony
1790,1906,,0,1,cross_race,26-35_3-5_felony
4834,3573,,0,0,same_race,26-35_3-5_felony
6730,2392,,1,1,same_race,26-35_3-5_felony
4546,1906,,1,1,same_race,26-35_3-5_felony
2179,2709,,1,1,same_race,26-35_3-5_felony
3926,3741,,0,1,cross_race,26-35_3-5_felony
29,4834,,1,0,cross_race,26-35_3-5_felony
3921,2578,,1,1,same_race,26-35_3-5_felony
5672,6074,,1,1,same_race,26-35_3-5_felony
6922,6074,,0,1,cross_race,26-35_3-5_felony
3771,4842,,1,1,same_race,26-35_3-5_felony
2402,6730,,1,1,same_race,26-35_3-5_felony
2954,3111,,1,0,cross_race,26-35_3-5_felony
5672,2578,,1,1,same_race,26-35_3-5_felony
6510,1254,,1,1,same_race,26-35_3-5_felony
766,3185,,1,1,same_race,26-35_3-5_felony
2954,2663,,1,0,cross_race,26-35_3-5_felony
543,2709,,1,1,same_race,26-35_3-5_felony
6730,6723,,1,0,cross_race,26-35_3-5_felony
3741,4663,,1,1,same_race,26-35_3-5_felony
5744,2392,,0,1,cross_race,26-35_3-5_felony
4842,3921,,1,1,same_race,26-35_3-5_felony
3111,6074,,0,1,cross_race,26-35_3-5_felony
65,2709,,1,1,same_race,26-35_3-5_felony
4778,312,,1,1,same_race,26-35_3-5_felony
2954,2709,,1,1,same_race,26-35_3-5_felony
32,432,,1,1,same_race,26-35_3-5_felony
1699,432,,0,1,cross_race,26-35_3-5_felony
3697,4286,,1,0,cross_race,26-35_3-5_felony
5705,6074,,0,1,cross_race,26-35_3-5_felony
5744,32,,0,1,cross_race,26-35_3-5_felony
5705,3111,,0,0,same_race,26-35_3-5_felony
65,3010,,1,1,same_race,26-35_3-5_felony
6922,6723,,0,0,same_race,26-35_3-5_felony
312,6074,,1,1,same_race,26-35_3-5_felony
4842,6050,,1,0,cross_race,26-35_3-5_felony
3191,3926,,1,0,cross_race,26-35_3-5_felony
2709,4663,,1,1,same_race,26-35_3-5_felony
7007,4663,,1,1,same_race,26-35_3-5_felony
5744,2954,,0,1,cross_race,26-35_3-5_felony
432,1254,,1,1,same_race,26-35_3-5_felony
3741,6723,,1,0,cross_race,26-35_3-5_felony
432,3185,,1,1,same_race,26-35_3-5_felony
3241,6723,,1,0,cross_race,26-35_3-5_felony
3741,4286,,1,0,cross_race,26-35_3-5_felony
3010,1790,,1,0,cross_race,26-35_3-5_felony
1699,2709,,0,1,cross_race,26-35_3-5_felony
6050,5515,,0,0,same_race,26-35_3-5_felony
3111,2578,,0,1,cross_race,26-35_3-5_felony
32,2709,,1,1,same_race,26-35_3-5_felony
4897,4286,,1,0,cross_race,26-35_3-5_felony
4842,2392,,1,1,same_race,26-35_3-5_felony
3771,3921,,1,1,same_race,26-35_3-5_felony
3658,4286,,1,0,cross_race,26-35_3-5_felony
3658,4897,,1,1,same_race,26-35_3-5_felony
29,3921,,1,1,same_race,26-35_3-5_felony
4897,312,,1,1,same_race,26-35_3-5_felony
4842,1790,,1,0,cross_race,26-35_3-5_felony
5705,2402,,0,1,cross_race,26-35_3-5_felony
2663,5515,,0,0,same_race,26-35_3-5_felony
2709,6922,,1,0,cross_race,26-35_3-5_felony
2954,3185,,1,1,same_race,26-35_3-5_felony
6074,4663,,1,1,same_race,26-35_3-5_felony
6510,4834,,1,0,cross_race,26-35_3-5_felony
3241,5705,,1,0,cross_race,26-35_3-5_felony
2392,3741,,1,1,same_race,26-35_3-5_felony
2402,4663,,1,1,same_race,26-35_3-5_felony
3191,1790,,1,0,cross_race,26-35_3-5_felony
32,6723,,1,0,cross_race,26-35_3-5_felony
3658,1790,,1,0,cross_race,26-35_3-5_felony
32,6074,,1,1,same_race,26-35_3-5_felony
1699,3771,,0,1,cross_race,26-35_3-5_felony
6510,432,,1,1,same_race,26-35_3-5_felony
5705,3921,,0,1,cross_race,26-35_3-5_felony
3241,2663,,1,0,cross_race,26-35_3-5_felony
543,4283,,1,1,same_race,26-35_3-5_felony
65,5515,,1,0,cross_race,26-35_3-5_felony
6730,2578,,1,1,same_race,26-35_3-5_felony
3921,4286,,1,0,cross_race,26-35_3-5_felony
4727,3741,,1,1,same_race,26-35_3-5_felony
3185,312,,1,1,same_race,26-35_3-5_felony
29,3111,,1,0,cross_race,26-35_3-5_felony
5744,3185,,0,1,cross_race,26-35_3-5_felony
1790,6074,,0,1,cross_race,26-35_3-5_felony
432,4117,,1,0,cross_race,26-35_3-5_felony
3658,3185,,1,1,same_race,26-35_3-5_felony
7007,3185,,1,1,same_race,26-35_3-5_felony
6050,312,,0,1,cross_race,26-35_3-5_felony
1699,4283,,0,1,cross_race,26-35_3-5_felony
2954,6074,,1,1,same_race,26-35_3-5_felony
3658,543,,1,1,same_race,26-35_3-5_felony
543,4546,,1,1,same_race,26-35_3-5_felony
3241,432,,1,1,same_race,26-35_3-5_felony
2954,4546,,1,1,same_race,26-35_3-5_felony
6074,5515,,1,0,cross_race,26-35_3-5_felony
1699,543,,0,1,cross_race,26-35_3-5_felony
3771,432,,1,1,same_race,26-35_3-5_felony
766,2663,,1,0,cross_race,26-35_3-5_felony
3771,312,,1,1,same_race,26-35_3-5_felony
3771,3191,,1,1,same_race,26-35_3-5_felony
6050,3111,,0,0,same_race,26-35_3-5_felony
4727,2578,,1,1,same_race,26-35_3-5_felony
65,2179,,1,1,same_race,26-35_3-5_felony
4727,4663,,1,1,same_race,26-35_3-5_felony
4778,5036,,1,1,same_race,26-35_3-5_felony
766,6723,,1,0,cross_race,26-35_3-5_felony
3241,543,,1,1,same_race,26-35_3-5_felony
432,543,,1,1,same_race,26-35_3-5_felony
1254,6723,,1,0,cross_race,26-35_3-5_felony
32,6922,,1,0,cross_race,26-35_3-5_felony
2179,4663,,1,1,same_race,26-35_3-5_felony
4286,6074,,0,1,cross_race,26-35_3-5_felony
2709,2392,,1,1,same_race,26-35_3-5_felony
3111,4727,,0,1,cross_race,26-35_3-5_felony
